Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BARC.L,BARC.L,BARC.L,BARC.L,BARC.L,BARC.L
Date,,,,,,
2015-01-02,242.43589782714844,243.14999389648438,245.60000610351562,241.5500030517578,242.1999969482422,20219711
2015-01-05,234.01072692871094,234.6999969482422,243.14999389648438,234.1999969482422,242.3000030517578,39050852
2015-01-06,229.67352294921875,230.35000610351562,235.85000610351562,230.25,234.0500030517578,37573308
2015-01-07,229.92279052734375,230.60000610351562,233.4600067138672,230.14999389648438,232.10000610351562,37219841
2015-01-08,236.35377502441406,237.0500030517578,238.35000610351562,231.5500030517578,234.3000030517578,41082776
2015-01-09,230.32154846191406,231.0,235.39999389648438,228.3000030517578,235.39999389648438,46867721
2015-01-12,230.7203826904297,231.39999389648438,233.7729949951172,228.1999969482422,231.35000610351562,34490093
2015-01-13,232.31570434570312,233.0,234.89999389648438,229.64999389648438,230.25,25844745
2015-01-14,222.89346313476562,223.5500030517578,232.81900024414062,222.89999389648438,231.0,60864512
2015-01-15,227.280517578125,227.9499969482422,229.25,219.54400634765625,227.5,56132853
2015-01-16,223.6911163330078,224.35000610351562,227.14300537109375,223.35000610351562,226.8000030517578,43987461
2015-01-19,229.3245391845703,230.0,230.3000030517578,223.0500030517578,224.14999389648438,55228983
2015-01-20,234.55909729003906,235.25,237.78199768066406,230.64999389648438,231.39999389648438,50977535
2015-01-21,237.20130920410156,237.89999389648438,238.0,234.25,235.25,28672971
2015-01-22,242.68519592285156,243.39999389648438,243.4290008544922,236.6999969482422,238.5,65363101
2015-01-23,242.43589782714844,243.14999389648438,246.16700744628906,241.07400512695312,244.1999969482422,43954371
2015-01-26,240.0429229736328,240.75,241.75,239.1999969482422,240.35000610351562,30093855
2015-01-27,238.74681091308594,239.4499969482422,241.5,237.6999969482422,240.89999389648438,24688504
2015-01-28,236.15443420410156,236.85000610351562,243.0,235.1999969482422,241.75,29917309
2015-01-29,235.8552703857422,236.5500030517578,237.60000610351562,233.6999969482422,234.89999389648438,27623329
2015-01-30,233.46234130859375,234.14999389648438,239.35000610351562,234.14999389648438,237.75,30434587
2015-02-02,235.1573486328125,235.85000610351562,237.9499969482422,233.25,236.5500030517578,37110013
2015-02-03,247.72035217285156,248.4499969482422,248.85000610351562,238.8000030517578,239.9499969482422,66603907
2015-02-04,248.01942443847656,248.75,250.0,245.0500030517578,248.75,45978031
2015-02-05,248.06932067871094,248.8000030517578,248.85000610351562,244.10000610351562,246.0500030517578,26413977
2015-02-06,254.69981384277344,255.4499969482422,257.6000061035156,246.9499969482422,248.0500030517578,50807751
2015-02-09,252.90509033203125,253.64999389648438,255.1199951171875,249.39999389648438,253.39999389648438,31406863
2015-02-10,252.45639038085938,253.1999969482422,254.43600463867188,248.39999389648438,253.3000030517578,52510700
2015-02-11,250.26283264160156,251.0,254.4499969482422,249.10000610351562,253.0,34724177
2015-02-12,252.6060028076172,253.35000610351562,256.70001220703125,251.0500030517578,251.60000610351562,41779731
2015-02-13,255.69683837890625,256.45001220703125,260.25,254.60000610351562,255.6999969482422,41448524
2015-02-16,258.0399169921875,258.79998779296875,259.1629943847656,254.3000030517578,254.3000030517578,18762501
2015-02-17,256.7936096191406,257.54998779296875,258.1000061035156,254.2209930419922,256.6000061035156,26978599
